# Walera v2.4 baseline — captured BEFORE first DECOMP-XX PR (BENCH-01).
# Provenance:
#   git-sha:    f1638da8c55c413cdbb7ec684ab9bd0a2c6c4185
#   captured:   2026-05-24
#   runner:     local-capture (intended target: ubuntu-latest)
#   kernel:     6.8.0-111-generic
#   host-cpu:   Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz (GOMAXPROCS=4)
#   go-version: go1.25.0
#   benchstat:  v0.0.0-20260512194132-3cf34090a3db
#   command:    go test -bench=. -benchmem -count=10 -run='^$' -timeout=15m ./internal/sse/... ./internal/router/... ./internal/metrics/... ./internal/app/...
# Notes:
#   - fakeMetrics mutex floor: ~20ns/op uncontested.
#   - HeartbeatInterval set to 1 hour in BenchmarkPoolWorkerRun fixture to suppress sweep noise.
#   - -race deliberately omitted; race instrumentation invalidates allocation measurement.
goos: linux
goarch: amd64
pkg: github.com/walera/walera/internal/sse
cpu: Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz
goos: linux
goarch: amd64
pkg: github.com/walera/walera/internal/app
cpu: Intel(R) Core(TM) i5-6600T CPU @ 2.70GHz
BenchmarkInitializeApp-4   	    2004	    561269 ns/op	  365615 B/op	    2731 allocs/op
BenchmarkInitializeApp-4   	    1988	   1004737 ns/op	  370450 B/op	    2731 allocs/op
BenchmarkInitializeApp-4   	    1389	    880101 ns/op	  371127 B/op	    2730 allocs/op
BenchmarkInitializeApp-4   	    1388	    740048 ns/op	  371462 B/op	    2731 allocs/op
BenchmarkInitializeApp-4   	    2012	    588917 ns/op	  370773 B/op	    2731 allocs/op
BenchmarkInitializeApp-4   	    2035	    590724 ns/op	  370764 B/op	    2731 allocs/op
BenchmarkInitializeApp-4   	    2046	    588200 ns/op	  370556 B/op	    2731 allocs/op
BenchmarkInitializeApp-4   	    2024	    591499 ns/op	  371442 B/op	    2731 allocs/op
BenchmarkInitializeApp-4   	    2050	    593972 ns/op	  371513 B/op	    2731 allocs/op
BenchmarkInitializeApp-4   	    2037	    590720 ns/op	  371014 B/op	    2731 allocs/op
PASS
ok  	github.com/walera/walera/internal/app	12.592s
